,1,2,3,4
136,25.7,26.4,28.0,24.6
137,33.5,32.0,29.7,26.7
138,42.0,34.4,31.6,26.2
139,44.9,38.5,32.5,27.6
141,33.7,37.2,40.7,38.1
142,40.8,42.3,40.6,35.8
143,43.2,35.8,27.8,26.2
144,44.7,35.2,26.4,21.8
146,24.6,23.5,23.1,23.1
147,28.1,25.2,22.0,22.3
148,37.6,28.0,26.3,20.3
149,45.4,31.6,21.5,16.5
151,375.7,345.6,282.1,268.3
152,322.1,252.6,214.7,202.1
153,270.4,215.5,181.1,122.1
154,171.8,160.7,123.8,91.0
156,237.7,212.7,175.4,166.8
157,182.4,142.8,123.5,118.7
158,141.0,111.6,95.6,69.2
159,88.3,79.8,61.0,44.9
161,110.2,109.1,100.0,99.4
162,90.6,79.0,72.3,70.9
163,79.3,63.8,58.7,41.8
164,59.8,51.6,37.7,28.6
166,11.8,11.5,12.1,10.9
167,13.0,12.5,11.4,9.5
168,15.6,12.7,11.5,9.0
169,12.7,11.8,10.4,8.9
171,2.0,1.6,1.3,1.2
172,1.9,1.3,1.2,1.1
173,2.1,1.5,1.5,1.3
174,2.4,1.7,1.6,1.4
176,25.0,27.7,29.7,28.1
177,23.7,23.3,23.1,23.2
178,21.0,17.5,15.2,15.2
179,16.2,14.0,12.0,11.4
181,91.9,95.5,89.7,80.1
182,112.3,107.0,92.4,80.9
183,122.3,104.5,89.7,76.6
184,94.8,92.1,82.3,69.8
186,9.6,8.3,7.9,8.0
187,10.4,8.4,7.8,7.3
188,12.2,9.3,7.9,6.8
189,11.4,9.2,7.6,6.9
191,168.9,184.5,188.9,164.8
192,204.2,206.7,180.5,157.5
193,187.0,174.8,156.5,119.4
194,98.6,94.2,82.1,72.3
196,30.3,30.0,30.0,24.7
197,42.6,40.5,35.1,28.8
198,50.5,43.6,37.2,28.9
199,47.4,44.9,39.7,32.7
201,38.9,44.0,48.7,46.1
202,56.2,59.0,56.3,52.0
203,70.7,65.9,60.5,52.5
204,67.3,69.7,65.0,57.2
206,55.7,53.6,51.9,49.8
207,59.2,52.9,46.4,44.1
208,58.2,50.2,41.6,34.3
209,38.9,39.2,35.9,29.5
211,168.6,163.0,143.5,149.3
212,152.0,122.3,108.3,113.7
213,137.0,111.3,102.7,73.1
214,89.2,84.7,67.2,51.1
216,221.9,194.7,158.6,149.6
217,181.1,138.2,116.3,110.9
218,151.1,120.7,106.1,71.3
219,93.4,89.3,69.7,50.3
221,38.6,38.6,36.3,37.5
222,32.4,29.0,27.1,28.0
223,35.4,24.8,22.9,17.3
224,42.3,27.6,16.1,11.8
226,32.5,34.2,37.3,34.1
227,42.1,43.3,39.7,34.6
228,56.9,49.2,46.1,37.0
229,49.0,47.6,42.8,37.3
231,20.3,22.9,21.6,19.8
232,28.7,25.6,24.8,23.2
233,33.6,28.2,26.1,23.7
234,33.1,28.7,26.9,23.0
236,26.1,28.0,28.9,26.1
237,27.7,26.3,24.6,24.2
238,30.6,25.8,25.1,21.8
239,30.6,26.0,22.4,21.3
241,106.1,113.4,109.0,99.5
242,124.1,121.2,107.0,95.6
243,130.7,111.1,95.2,83.5
244,102.9,95.8,82.6,69.5
246,52.5,56.0,56.2,54.1
247,49.5,47.1,46.7,41.8
248,38.6,32.7,26.2,24.3
249,25.3,22.2,18.6,16.0
251,44.2,50.2,56.0,53.8
252,45.5,47.0,46.3,45.1
253,46.9,39.7,37.5,31.0
254,45.0,37.1,30.5,26.4
256,16.2,16.4,17.9,16.5
257,21.5,20.6,19.1,18.2
258,28.4,24.1,23.9,19.3
259,30.0,26.2,22.9,20.1
261,20.1,20.5,21.1,19.0
262,28.3,27.4,24.2,21.3
263,37.7,33.3,32.8,24.2
264,39.4,36.5,31.3,26.2
266,48.4,45.3,42.6,39.9
267,57.7,50.8,42.5,40.0
268,65.7,54.1,46.3,35.6
269,53.7,46.7,38.0,29.8
271,115.2,108.3,93.0,94.6
272,94.9,75.9,66.6,66.7
273,76.4,60.2,50.3,35.9
274,46.1,41.7,31.4,22.7
276,104.2,100.3,89.9,93.4
277,91.9,76.5,69.9,75.4
278,82.1,69.3,65.6,52.1
279,54.8,52.6,43.8,35.3
281,216.8,205.3,176.4,162.9
282,191.5,163.0,139.9,125.5
283,156.2,128.5,106.3,74.7
284,91.8,87.3,66.0,48.9
286,14.2,13.5,13.3,10.9
287,15.9,15.6,13.4,10.0
288,16.7,13.5,10.0,8.1
289,11.7,10.3,8.4,6.7
291,1.4,1.0,0.8,0.7
292,1.3,0.8,0.7,0.6
293,1.3,0.9,0.8,0.7
294,1.7,1.1,0.9,0.9
296,46.1,48.3,48.2,42.6
297,56.6,52.8,46.7,43.8
298,61.6,52.0,45.5,40.7
299,53.0,46.6,40.0,37.6
301,26.0,27.7,28.2,27.9
302,28.4,27.1,25.4,25.2
303,32.7,27.4,27.0,23.6
304,29.3,27.2,24.4,21.6
306,145.7,150.7,143.1,129.3
307,160.9,149.0,136.5,115.0
308,145.0,125.5,104.0,87.6
309,104.0,94.9,81.3,71.1
311,73.5,88.7,101.2,97.4
312,72.0,79.9,81.6,79.6
313,62.9,57.0,50.8,46.3
314,48.7,43.7,37.5,32.7
316,29.4,30.9,33.0,29.0
317,40.5,40.3,37.1,33.8
318,49.0,43.7,41.8,35.3
319,45.8,42.8,38.8,34.8
321,62.3,72.0,79.6,75.4
322,107.6,115.5,106.8,101.4
323,146.9,141.4,141.5,121.0
324,144.0,145.0,133.6,121.4
326,56.2,57.0,59.1,60.8
327,55.3,50.9,47.2,48.1
328,53.8,45.3,39.2,33.0
329,37.8,35.2,30.3,24.6
331,77.2,67.9,55.3,53.7
332,56.6,43.8,37.8,36.4
333,40.8,31.7,26.5,19.6
334,24.1,21.0,16.2,12.3
336,257.8,228.2,183.6,170.2
337,232.4,181.3,150.6,144.0
338,201.6,164.9,145.8,103.6
339,129.3,122.7,97.1,73.0
341,178.7,174.5,155.0,148.2
342,146.8,128.6,115.0,105.8
343,107.9,89.2,70.5,53.8
344,57.6,54.4,41.1,30.9
346,2.2,1.5,1.4,1.3
347,1.8,1.3,1.1,0.9
348,2.3,1.4,1.3,1.0
349,2.9,1.9,1.4,1.2
351,0.7,0.3,0.2,0.2
352,0.4,0.0,0.0,0.0
353,0.4,0.0,0.0,0.0
354,1.1,0.3,0.1,0.1
356,18.4,20.5,21.6,19.7
357,14.9,15.6,15.8,15.3
358,10.2,8.3,6.2,7.5
359,9.0,5.7,4.0,3.6
361,47.5,53.1,54.3,52.9
362,48.0,48.9,47.0,45.2
363,46.5,39.3,35.1,34.1
364,38.7,34.0,29.4,26.0
366,124.9,126.3,117.5,103.9
367,134.3,121.5,109.5,90.2
368,119.5,102.6,86.6,70.5
369,83.5,77.6,67.3,58.9
371,65.9,80.6,93.6,91.8
372,64.5,72.3,75.2,75.2
373,57.4,52.2,47.7,44.5
374,45.6,41.0,35.6,31.8
376,114.8,128.7,140.6,122.1
377,133.8,141.1,135.1,117.2
378,124.8,111.8,90.5,79.6
379,92.4,86.0,72.7,59.2
381,12.3,13.0,14.1,13.6
382,14.6,14.5,13.8,12.9
383,17.2,15.1,14.9,11.9
384,17.3,15.8,13.7,11.7
386,138.0,133.9,128.6,121.5
387,162.9,146.5,125.4,120.9
388,175.7,152.4,135.1,108.1
389,124.7,122.2,108.5,89.5
391,110.4,97.7,79.8,77.7
392,91.5,69.4,58.2,56.3
393,78.0,60.5,53.2,34.9
394,50.1,45.3,34.3,24.8
396,298.5,277.0,232.0,222.0
397,243.1,197.9,172.8,168.9
398,188.3,157.5,136.1,103.2
399,109.0,107.0,86.6,66.1
401,9.5,8.4,8.0,9.0
402,6.9,5.9,5.7,6.5
403,9.9,5.3,5.0,4.2
404,17.0,8.9,4.1,2.9
406,13.1,12.5,12.8,11.0
407,16.0,15.5,13.5,10.9
408,20.4,16.6,14.4,11.2
409,17.6,15.7,13.2,11.0
411,1.3,0.9,0.6,0.5
412,1.0,0.6,0.5,0.4
413,0.9,0.5,0.3,0.3
414,1.2,0.6,0.4,0.3
416,1.7,0.8,0.5,0.5
417,0.9,0.3,0.2,0.2
418,1.0,0.3,0.2,0.2
419,2.0,0.7,0.3,0.3
421,82.2,87.4,83.0,74.1
422,88.3,86.9,77.1,66.8
423,83.8,71.0,57.5,51.2
424,62.5,56.8,47.6,38.9
426,38.5,41.0,42.3,42.7
427,50.0,45.1,42.1,39.6
428,61.9,51.7,47.1,35.1
429,67.1,58.7,47.1,37.3
431,10.2,9.7,10.6,10.8
432,9.3,8.1,8.0,8.4
433,11.3,7.9,7.7,6.2
434,15.4,10.5,7.7,6.3
436,111.5,122.1,132.1,115.1
437,145.1,147.2,137.2,121.7
438,163.2,145.4,133.0,108.7
439,142.0,134.8,118.7,101.4
441,48.7,56.4,62.9,60.1
442,84.0,89.9,83.0,78.8
443,114.7,110.6,109.7,91.8
444,106.2,109.5,101.4,91.0
446,60.4,57.2,53.6,49.3
447,65.4,58.7,50.0,45.9
448,63.3,53.8,43.3,35.6
449,46.1,43.0,36.1,28.3
451,189.8,171.5,139.0,132.7
452,166.8,128.9,106.1,98.6
453,135.4,106.6,85.5,56.1
454,73.7,69.2,52.1,36.3
456,537.6,468.2,367.5,328.9
457,423.1,327.7,271.9,243.8
458,301.0,242.6,192.9,140.3
459,152.9,148.0,116.3,85.7
461,160.9,164.9,153.0,154.8
462,189.5,170.1,150.0,153.7
463,200.4,174.9,164.9,121.5
464,142.8,140.9,112.2,88.7
466,12.5,11.7,11.7,10.0
467,14.9,14.1,12.1,9.7
468,19.4,15.9,14.5,10.6
469,16.1,15.1,13.3,11.2
471,3.2,4.1,4.4,4.5
472,1.8,2.2,3.0,3.4
473,0.5,0.5,0.5,1.1
474,0.7,0.2,0.1,0.1
476,38.0,37.4,35.3,29.6
477,46.5,41.2,34.6,30.8
478,52.8,43.6,39.0,31.3
479,47.4,41.5,35.1,31.9
481,72.5,80.2,80.1,75.6
482,80.7,80.8,74.1,68.8
483,86.0,73.9,65.5,57.1
484,77.9,72.5,61.6,50.3
486,44.6,44.9,43.3,40.7
487,45.7,40.7,38.1,33.5
488,43.1,35.3,31.2,25.1
489,34.8,29.8,24.9,21.5
491,32.7,32.7,32.5,28.5
492,45.6,42.6,35.8,32.0
493,58.4,50.8,48.1,34.4
494,52.6,48.7,42.3,36.3
496,119.6,131.1,139.1,116.8
497,125.4,132.6,127.0,104.1
498,86.9,76.7,47.3,51.8
499,47.3,40.6,30.9,23.3
501,18.8,19.8,20.8,19.1
502,27.1,27.1,24.4,22.0
503,35.0,32.0,31.2,24.3
504,35.5,34.4,30.3,25.7
506,92.7,90.1,86.5,81.0
507,82.7,75.7,67.4,60.7
508,63.1,52.0,36.3,32.4
509,37.1,32.7,25.9,19.3
511,432.6,403.1,331.5,317.1
512,368.0,291.8,247.0,236.4
513,300.2,241.2,208.4,142.5
514,185.6,173.4,133.2,97.4
516,166.7,151.4,126.3,121.9
517,146.0,116.3,99.5,97.2
518,121.1,98.5,83.3,62.1
519,72.8,68.1,53.3,39.9
521,216.3,208.7,179.5,163.4
522,188.4,166.1,142.6,129.2
523,201.9,173.9,150.4,104.1
524,127.7,131.0,105.4,81.1
526,16.0,16.2,17.4,15.7
527,20.2,20.1,17.9,15.0
528,28.4,23.3,21.0,15.2
529,25.6,23.1,19.3,15.6
531,6.3,7.0,6.6,6.3
532,10.2,9.4,9.2,9.2
533,12.9,11.2,11.4,12.1
534,13.5,11.6,11.8,11.8
536,88.7,90.6,85.5,69.7
537,86.4,81.9,72.5,60.0
538,58.0,48.1,28.1,32.1
539,24.3,20.5,15.9,13.7
541,90.3,94.5,89.6,80.8
542,106.4,102.4,89.6,79.9
543,114.7,96.6,85.1,74.9
544,94.0,85.4,73.9,64.0
546,38.8,38.9,37.9,36.2
547,45.7,40.1,36.8,33.5
548,51.6,43.5,41.6,31.7
549,46.4,41.8,36.0,31.4
551,32.9,33.9,34.7,31.4
552,44.9,42.8,37.1,34.2
553,56.8,49.8,47.4,35.2
554,57.1,52.9,45.4,38.3
556,93.4,98.1,101.3,84.7
557,142.1,141.0,124.4,107.2
558,171.1,153.3,137.2,113.0
559,144.5,139.1,124.3,108.1
561,15.0,16.0,17.1,16.0
562,23.1,23.5,21.3,19.6
563,30.8,28.3,27.5,22.3
564,29.8,28.6,25.4,22.3
566,133.3,130.2,125.0,116.7
567,135.4,123.2,107.2,98.5
568,124.5,105.9,84.7,68.3
569,76.7,73.1,62.3,49.0
571,156.1,158.9,143.9,151.1
572,143.8,113.6,100.4,103.3
573,107.4,82.9,70.4,53.1
574,88.5,71.8,49.3,34.3
576,222.3,205.6,173.9,169.9
577,196.3,157.1,135.3,133.3
578,166.5,135.3,115.1,84.1
579,108.2,100.7,77.4,56.2
581,26.9,33.0,37.6,45.6
582,19.3,20.7,24.0,29.8
583,16.1,14.6,15.0,14.1
584,11.3,10.9,9.1,7.8
586,10.1,13.0,17.0,17.9
587,9.1,11.8,13.6,13.8
588,9.6,8.8,8.2,8.5
589,8.2,7.4,6.5,5.8
591,0.7,0.3,0.2,0.2
592,0.4,0.1,0.0,0.0
593,0.4,0.0,0.0,0.0
594,1.0,0.3,0.1,0.1
596,22.0,24.8,27.1,26.1
597,25.2,24.8,24.0,24.8
598,27.6,23.6,21.8,21.1
599,24.7,21.6,19.0,18.5
601,148.5,154.6,145.1,129.0
602,172.2,163.7,142.1,122.4
603,175.2,147.4,121.8,106.9
604,121.8,118.4,105.6,90.2
606,34.7,33.5,31.2,28.4
607,42.3,36.6,32.2,28.0
608,47.4,40.1,36.8,27.8
609,46.4,41.5,34.8,29.3
611,126.2,140.5,147.2,130.6
612,133.3,137.9,127.9,110.7
613,110.0,97.6,75.5,66.2
614,68.6,62.5,52.8,45.2
616,42.7,44.0,45.5,38.3
617,57.0,55.2,48.9,41.2
618,65.8,56.5,49.2,37.3
619,55.6,51.2,43.5,35.3
621,18.4,18.5,18.3,15.7
622,23.8,23.4,20.5,16.6
623,26.0,22.5,18.9,15.1
624,22.9,20.0,16.4,13.4
626,63.3,61.5,59.2,55.6
627,54.8,50.2,45.1,41.0
628,41.8,34.9,25.9,22.6
629,23.3,21.1,17.5,13.7
631,99.3,93.2,79.4,80.5
632,94.9,77.0,66.6,68.9
633,84.1,70.3,64.4,48.6
634,52.0,50.3,41.5,33.2
636,146.2,131.9,110.8,108.3
637,118.8,94.1,82.2,81.7
638,93.2,76.1,66.0,50.5
639,53.1,51.1,41.5,32.1
641,81.5,86.7,85.7,92.8
642,79.3,73.0,69.7,76.3
643,77.3,68.4,68.4,53.4
644,51.5,52.7,44.4,37.1
646,19.3,22.3,26.2,25.0
647,17.3,20.4,21.4,19.1
648,14.6,13.0,10.3,10.8
649,10.1,8.8,7.4,6.4
651,42.8,47.8,44.0,39.1
652,47.7,43.2,43.2,38.2
653,40.5,33.8,27.2,27.2
654,31.1,27.0,24.6,20.3
656,9.2,9.0,8.9,8.1
657,11.1,10.1,9.0,9.0
658,13.8,11.4,11.1,10.2
659,16.1,13.0,11.0,10.8
661,118.4,124.1,117.2,105.2
662,147.8,141.3,121.2,106.0
663,162.0,137.0,115.4,97.2
664,125.1,118.5,101.6,83.4
666,42.0,41.4,38.6,35.5
667,65.7,57.1,48.0,41.2
668,84.9,71.9,63.8,45.0
669,75.9,68.6,56.7,46.1
671,36.0,37.8,39.5,36.3
672,43.7,42.1,37.8,34.9
673,50.2,42.9,39.9,30.5
674,45.3,40.0,34.0,29.4
676,74.6,77.4,78.9,64.5
677,87.4,86.5,78.2,62.9
678,77.2,66.5,49.9,43.7
679,50.1,46.1,38.8,31.9
681,32.7,38.2,43.8,42.9
682,47.4,51.5,50.0,48.8
683,60.3,57.6,58.8,51.5
684,58.0,57.5,53.3,49.2
686,31.6,28.8,26.8,24.9
687,36.4,31.6,26.2,24.2
688,38.7,32.1,26.3,20.2
689,27.0,24.5,20.5,16.0
691,131.7,127.6,111.6,114.0
692,97.5,80.6,74.0,76.3
693,76.2,60.4,54.5,40.3
694,50.7,43.9,33.4,25.3
696,209.4,183.6,148.4,138.6
697,160.4,124.1,105.2,97.1
698,114.1,90.1,70.0,51.0
699,58.3,54.8,41.9,29.8
701,16.9,20.5,24.1,30.1
702,8.5,9.6,12.6,16.5
703,16.3,5.3,4.5,4.9
704,38.6,17.2,4.7,2.0
706,2.6,2.0,1.9,1.8
707,2.5,2.0,1.8,1.5
708,3.2,2.3,2.2,1.7
709,3.8,3.1,2.5,2.1
711,12.3,13.8,13.3,12.5
712,12.0,11.1,11.8,11.1
713,8.8,7.2,5.6,6.6
714,5.9,4.8,4.4,3.9
716,23.9,24.9,24.6,21.6
717,33.7,31.7,27.4,26.2
718,40.8,35.2,32.1,29.1
719,36.6,32.4,28.6,28.0
721,45.0,47.9,46.8,44.2
722,64.1,62.0,54.2,51.8
723,82.0,71.3,68.1,60.0
724,72.4,69.5,63.3,56.7
726,83.9,91.9,93.0,89.7
727,90.2,87.2,84.9,77.0
728,82.0,72.3,62.2,55.2
729,60.4,55.7,48.5,43.0
731,76.8,88.9,97.5,91.0
732,90.0,95.4,90.4,84.8
733,90.3,82.3,72.2,62.0
734,68.8,65.2,57.3,50.4
736,49.9,54.1,58.6,52.0
737,83.1,83.6,75.4,69.9
738,115.0,103.5,100.4,82.4
739,114.5,107.3,96.0,84.9
741,75.2,85.9,93.2,84.4
742,81.7,90.1,88.1,75.1
743,62.7,57.7,40.9,43.2
744,39.5,35.3,28.6,23.7
746,66.4,66.2,65.8,64.2
747,63.5,58.6,52.8,50.4
748,56.8,48.3,38.9,32.0
749,35.3,33.7,28.7,22.3
751,148.9,133.4,106.9,100.7
752,124.6,97.2,80.6,73.9
753,92.1,72.7,55.5,39.4
754,46.5,43.1,32.6,23.3
756,265.9,231.3,182.5,165.8
757,234.7,181.2,147.9,135.2
758,190.2,152.1,123.0,87.0
759,109.6,102.1,78.1,56.4
761,46.9,44.8,40.2,40.0
762,52.1,44.5,38.1,37.9
763,55.0,46.8,43.5,29.8
764,37.7,37.5,29.6,22.6
766,10.7,10.1,10.0,8.5
767,15.3,14.6,12.1,9.5
768,21.4,17.6,14.8,10.6
769,17.7,16.6,14.0,10.9
771,7.0,7.5,7.0,6.5
772,7.2,6.2,6.4,6.2
773,7.7,5.9,6.0,5.6
774,9.8,7.0,6.1,5.4
776,30.4,34.4,36.9,34.5
777,29.5,30.0,29.7,29.6
778,24.5,21.0,17.2,19.0
779,17.9,15.2,13.1,12.8
781,49.3,49.5,45.0,39.1
782,62.8,59.2,49.8,43.0
783,68.7,58.0,49.3,43.7
784,54.9,50.4,43.8,37.9
786,93.7,93.3,86.7,77.7
787,112.4,99.4,87.5,72.9
788,113.8,96.6,82.0,62.4
789,86.1,79.8,67.5,56.4
791,38.6,41.4,44.1,41.2
792,47.2,46.0,41.8,39.1
793,54.4,46.9,43.3,33.1
794,47.7,43.1,36.8,31.4
796,71.2,79.7,87.7,77.0
797,74.4,79.2,78.3,68.6
798,60.7,53.5,42.1,40.5
799,43.2,37.4,31.0,26.0
801,41.2,45.9,50.1,46.6
802,49.3,51.9,49.7,44.3
803,49.2,44.8,39.7,34.8
804,39.6,37.8,33.2,28.7
806,39.8,41.7,43.8,44.9
807,34.8,34.1,33.0,33.5
808,28.7,24.9,20.3,19.2
809,17.9,16.4,14.2,11.8
811,241.1,223.8,184.4,177.5
812,194.7,155.8,133.7,126.8
813,137.9,110.2,84.3,64.4
814,67.9,64.1,49.3,36.1
816,198.4,177.2,146.7,141.8
817,195.9,151.2,124.6,120.9
818,179.8,145.8,125.0,85.2
819,106.8,103.8,81.6,59.1
821,135.7,142.1,134.5,136.9
822,116.7,108.2,101.4,101.2
823,93.3,81.3,69.8,54.8
824,52.8,52.7,41.8,32.5
826,96.9,101.1,106.9,92.6
827,108.9,113.4,103.3,81.9
828,115.7,97.2,76.2,63.3
829,82.7,76.3,63.5,51.4
831,30.4,31.3,26.9,22.7
832,42.6,35.9,32.6,27.8
833,46.3,37.7,32.7,29.4
834,42.1,35.9,33.1,28.3
836,40.6,41.4,40.2,34.5
837,44.4,41.0,36.4,33.0
838,41.3,34.7,28.9,27.4
839,30.7,27.3,23.9,23.1
841,33.6,42.7,48.0,49.8
842,26.0,31.4,35.0,36.6
843,18.7,17.4,15.4,18.1
844,13.5,12.0,10.4,9.0
846,119.2,122.9,116.4,105.0
847,132.6,122.8,112.8,96.1
848,120.4,105.4,90.3,77.4
849,85.5,79.4,70.1,63.5
851,50.7,56.1,60.3,55.7
852,53.3,54.4,51.6,47.3
853,48.2,41.2,34.0,29.6
854,36.1,30.7,25.3,21.6
856,48.6,49.4,51.1,43.3
857,63.8,60.5,53.8,46.1
858,75.9,64.5,59.4,44.8
859,73.5,66.7,56.7,46.6
861,8.1,9.2,11.1,11.9
862,11.4,12.4,12.6,13.4
863,14.8,14.1,14.8,14.2
864,14.8,14.2,13.6,13.2
866,56.2,54.3,52.5,50.0
867,61.0,55.1,47.8,45.4
868,60.7,52.0,43.5,35.5
869,41.0,39.2,34.0,27.4
871,107.1,93.1,74.9,72.5
872,107.1,79.4,62.8,59.1
873,105.1,80.2,67.4,40.2
874,71.3,62.8,45.1,30.2
876,143.6,141.2,128.1,134.5
877,135.4,112.6,102.2,110.2
878,123.0,104.3,96.9,75.9
879,79.0,78.1,64.8,51.1
881,87.5,89.0,83.0,83.7
882,71.8,65.2,60.8,60.1
883,56.8,48.2,42.0,32.5
884,33.7,32.2,25.2,19.7
886,59.3,61.2,63.6,54.6
887,77.7,81.0,71.9,57.9
888,90.0,78.6,63.8,55.5
889,60.1,60.0,54.2,47.5
891,0.7,0.3,0.2,0.2
892,0.4,0.0,0.0,0.0
893,0.5,0.1,0.0,0.0
894,2.2,1.1,0.7,0.4
896,8.1,8.7,9.7,9.8
897,6.9,6.6,7.0,7.5
898,5.4,4.0,3.0,3.8
899,3.9,2.7,2.1,1.9
901,18.6,18.1,16.8,15.4
902,25.0,22.8,19.0,17.2
903,32.1,26.6,24.4,19.5
904,27.7,25.6,22.2,18.7
906,65.5,65.4,61.3,55.7
907,88.2,77.3,66.4,55.8
908,102.0,86.4,74.6,52.2
909,80.9,74.8,62.3,50.2
911,24.9,24.4,24.1,21.1
912,34.0,31.4,26.2,22.8
913,42.3,35.9,31.9,22.4
914,36.9,32.8,27.4,22.5
916,25.7,26.9,29.1,26.1
917,35.3,34.7,32.0,29.5
918,43.1,37.5,35.3,29.6
919,40.0,36.2,32.1,28.4
921,21.6,22.7,23.9,21.9
922,31.8,31.6,28.1,24.6
923,40.3,36.0,32.7,24.9
924,37.7,35.4,30.0,24.6
926,38.0,41.2,46.0,50.8
927,36.3,35.4,35.5,39.6
928,34.7,30.4,27.8,26.5
929,23.8,23.1,21.3,18.7
931,316.1,288.5,231.1,214.4
932,244.4,194.7,165.1,151.1
933,162.6,131.0,102.1,77.3
934,77.5,73.7,58.0,44.0
936,248.6,219.8,177.9,165.7
937,198.8,155.3,132.1,125.8
938,154.5,126.2,110.3,80.5
939,90.0,87.2,70.4,53.6
941,66.4,69.7,67.5,70.8
942,61.0,56.1,52.6,54.7
943,56.0,48.7,44.7,33.5
944,40.5,39.9,31.0,23.5
946,19.5,22.2,25.9,24.9
947,16.6,19.3,20.4,17.9
948,11.2,9.5,5.7,7.5
949,4.9,3.8,2.8,2.1
951,1.4,1.0,0.7,0.6
952,1.1,0.7,0.5,0.4
953,0.8,0.4,0.2,0.2
954,0.8,0.3,0.2,0.2
956,2.1,1.3,1.1,1.2
957,1.4,0.8,0.7,0.8
958,1.7,0.8,0.7,0.7
959,3.1,1.7,1.1,0.9
961,29.8,30.5,29.0,26.6
962,37.9,35.4,30.2,27.2
963,45.9,38.7,34.9,27.7
964,37.5,35.7,31.2,25.8
966,12.1,12.3,13.2,14.1
967,10.0,9.0,9.8,10.1
968,10.6,7.6,7.4,6.4
969,12.5,8.6,6.4,5.4
